nom	adaptat	lat	lon	email	telf	fax	addr	url
Restaurant El Caballito Blanco	0	41.3900918278	2.15777716667		Work: +34 934531033		C Mallorca 196 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Lizarrán *Mallorca	0	41.3934370417	2.16184675		Work: +34 934872602		C Mallorca 257, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.lizarran.com
Cerveseria Restaurant Nuremberg	0	41.4140363694	2.18908905556		Work: +34 933511655		C Mallorca 645, 08027, Navas, Sant Andreu, BARCELONA	
Bar Restaurant Montesquiu	0	41.4046182528	2.13253258333		Work: +34 934173061		C Mandri 56, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Can Ventura	0	41.4035934528	2.14372566667		Work: +34 932111794		C Manuel Angelon 24, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Can Ramonet	0	41.3808323056	2.18892305556		Work: +34 933193064	Fax: +34 933197014	C Maquinista 17, 08003, la Barceloneta, Ciutat Vella, BARCELONA	http://www.canramonetrestaurant.com
Restaurant Cantina Mexicana Chihuahua	0	41.4188471389	2.18038855556		Work: +34 934 460 391		Pg Maragall 107, 08041, el Guinardó, Horta-Guinardó, BARCELONA	
Bar Restaurant Sidney	1	41.4251543111	2.17659161111		Work: +34 933519309		Pg Maragall 176, 08027, el Congrés i els Indians, Sant Andreu, BARCELONA	
Restaurant Celpe	0	41.4241802556	2.17707716667		Work: +34 933492979		Pg Maragall 203, 08041, el Guinardó, Horta-Guinardó, BARCELONA	
Restaurant Maruzella	0	41.4273809694	2.16948013889		Work: +34 933571282		Pg Maragall 304, 08031, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Restaurant Telepizza *Pg Maragall	0	41.4280025972	2.16435194444		Work: +34 934295536		Pg Maragall 368, 08031, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	http://www.telepizza.es
Restaurant Ongui Etorri	0	41.415029625	2.21246566667		Work: +34 932661042		C Maresme 106, 08019, el Besòs i el Maresme, Sant Martí, BARCELONA	
Restaurant Xinès La Gran Muralla 3	0	41.3969782833	2.14737563889		Work: +34 932099379		C Marià Cubí 92, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant La Teya	0	41.3948123806	2.14394275		Work: +34 932003254		C Marià Cubí 203, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Casa Jordi	0	41.3945111306	2.14773347222	Work: casajordi@casajordi.es	Work: +34 932001118		Ptge Marimon 18, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Baviera	0	41.4030322639	2.176163		Work: +34 932324302		C Marina 241, 08013, la Sagrada Família, Eixample, BARCELONA	
Restaurant El Felino	0	41.4050006417	2.17358805556		Work: +34 934367713		C Marina 269 bxs, 08025, la Sagrada Família, Eixample, BARCELONA	
Bar Argentina	0	41.4076860417	2.17003927778		Work: +34 934553115		Marina 0325, 08025, la Sagrada Família, Eixample, BARCELONA	
Bar Restaurant Pizzeria El Paralelo	1	41.3748142917	2.15635458333		Work: +34 934245341		Av Paral.lel 167, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Bar Montseny	0	41.3752492222	2.15061372222		Work: +34 934237427		Av Paral.lel 206, 08015, Sant Antoni, Eixample, BARCELONA	
Restaurant Con Gracia	1	41.3990290306	2.16003597222		Work: +34 932380201	Fax: +34 932380201	C Martínez de la Rosa 8, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Pizzeria Cuatro	0	41.3855593667	2.12957002778		Work: +34 933306860		C Dolors Masferrer i Bosch 4, 08028, les Corts, Les Corts, BARCELONA	
Restaurant La Maduixa	0	41.3853496139	2.12889772222		Work: +34 933395886		C Dolors Masferrer i Bosch 18, 08028, les Corts, Les Corts, BARCELONA	
Bar Teteria Jazmín	0	41.4012102639	2.15637486111		Work: +34 932187184		C Maspons 11, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Sporting	0	41.4012024167	2.15650352778		Work: +34 932188578	Fax: +34 932370328	C Maspons 16, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Can Xurrades	0	41.3994955389	2.15572897222	Work: rafa@canxurrades.com	Work: +34 932173097	Fax: +34 932173097	C Gran de Gràcia 57, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.canxurrades.com
Restaurant Botafumeiro	1	41.4004309444	2.15461719444	Work: info@botafumeiro.es	Work: +34 932184230	Fax: +34 932171305	C Gran de Gràcia 81, 08012, la Vila de Gràcia, Gràcia, BARCELONA	http://www.botafumeiro.com
Bar Restaurant La Victoria	0	41.4022233556	2.15297116667		Work: +34 932370757		C Gran de Gràcia 160, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Sant Yago	0	41.4053989667	2.15082502778		Work: +34 932371648	Fax: +34 932378639	C Gran de Gràcia 256, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Can Tomás	1	41.3975739861	2.12305319444		Work: +34 932031077		C Major de Sarrià 49, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Casa Joana	0	41.3980534917	2.12248830556		Work: +34 932031036	Fax: +34 932032306	C Major de Sarrià 59, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Tram Tram	0	41.4007434972	2.1205225		Work: +34 932048518		C Major de Sarrià 121, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	http://www.reisole.es
Restaurant Ca La Tresa	0	41.4003359139	2.12115783333	Work: calatresa@mailpersonal.com	Work: +34 932030429	Fax: +34 932030429	C Major de Sarrià 128, 08017, Sarrià, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Mejico	0	41.3724156861	2.14878758333		Work: +34 933256443		C Mèxic 26, 08004, la Font de la Guatlla, Sants-Montjuïc, BARCELONA	
Restaurant Pizza Ràpid *Torrent de l'Olla	0	41.4043661389	2.15462725		Work: +34 932376448		C Torrent de l'Olla 157, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant L'Olla	0	41.406693675	2.15175277778		Work: +34 932186056		C Torrent de l'Olla 203, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant Rabasseda	0	41.434666675	2.18875144444		Work: +34 933451017		Pl Mercadal 1, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Bar Restaurant Alastruey	0	41.3853147694	2.17793458333		Work: +34 933191132		C Mercaders 24, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Celta	0	41.379907875	2.18018775		Work: +34 933150006		C Mercè 16, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.barceltapulperia.com
Restaurant Cantonata *Av Meridiana	0	41.3925519611	2.18654994444		Work: +34 934852702		Av Meridiana 11, 08018, el Parc i la Llacuna del Poblenou, Sant Martí, BARCELONA	
Restaurant Gamo	0	41.4079042222	2.18656411111		Work: +34 932452002		Av Meridiana 111, 08026, el Clot, Sant Martí, BARCELONA	
Restaurant Xarcuteria Pizza Ràpid *Av Mistral	0	41.3774987111	2.15876363889		Work: +34 934239680		Av Mistral 10, 08015, Sant Antoni, Eixample, BARCELONA	
Restaurant Pizzeria El Atico	0	41.3765610639	2.15531791667		Work: +34 933250054		Av Mistral 44, 08015, Sant Antoni, Eixample, BARCELONA	
Ristorante Roberta	0	41.3981993972	2.14802572222		Work: +34 932008729		C Moliné 1, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant Els Quatre Gats	1	41.3860091583	2.17349977778	Work: 4gats@4gats.es	Work: +34 933024140	Fax: +34 933174033	C Montsió 3, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	http://www.4gats.com
Restaurant Els Actuals	0	41.3857905056	2.17383788889		Work: +34 933015308		C Montsió 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Cherpi	0	41.4084322583	2.13745894444		Work: +34 934173077		C Moragas 21, 08022, Sant Gervasi - la Bonanova, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant La Fuente	1	41.4422168472	2.187171		Work: +34 933119705		Pl Mossèn Clapés 14, 08030, Sant Andreu, Sant Andreu, BARCELONA	
Bar L'Anxoveta	0	41.3998400639	2.15659538889		Work: +34 934159223		Sant Domènec 0014*0016, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant Cosmopolita	1	41.3841895861	2.16280816667	Work: info@cosmopolitaclub.com	Work: +34 934530075	Fax: +34 934536483	C Muntaner 6 Baix, 08011, Sant Antoni, Eixample, BARCELONA	http://www.cosmopolitaclub.com
Bar Restaurant Can Pagès	1	41.3854093333	2.16119686111		Work: +34 934536578	Fax: +34 934536578	C Muntaner 28, 08011, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Río Grande	0	41.3887856528	2.15636247222		Work: +34 934531700	Fax: +34 934531700	C Muntaner 103, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant L'Olivé	0	41.3891657528	2.16263955556		Work: +34 934521990	Fax: +34 934512418	C Balmes 47, 08007, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.rte-olive.com
Restaurant Casa Julio	0	41.4010497528	2.14009794444		Work: +34 932016007		C Muntaner 439, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Port Vell	0	41.3798024389	2.18771272222		Work: +34 932217140	Fax: +34 932215060	Pg J Borbó Comte Barcelona 20, 08003, la Barceloneta, Ciutat Vella, BARCELONA	
Bar Meson Jesus	0	41.3986931472	2.17539213889		Work: +34 932452089		C Nàpols 182*184, 08013, el Fort Pienc, Eixample, BARCELONA	
Cafeteria Restaurant Tossa	0	41.40330325	2.16866744444		Work: +34 934576510		C Nàpols 291, 08025, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Bar Restaurant El racó d'en Shahban	0	41.404107325	2.16769166667		Work: +34 934571232		C Nàpols 311, 08025, el Camp d'en Grassot i Gràcia Nova, Gràcia, BARCELONA	
Restaurant La Ferreria	0	41.3972723083	2.15519602778		Work: +34 932372495	Fax: +34 932370171	C Neptú 4, 08006, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Xinès Primero	0	41.3851707889	2.13876286111		Work: +34 934191850		C Nicaragua 97, 08029, les Corts, Les Corts, BARCELONA	
Bar Restaurant Rincón del Cazador	1	41.4171915389	2.14749363889		Work: +34 932133860		Pg Mare de Déu del Coll 68, 08023, el Coll, Gràcia, BARCELONA	
Restaurant La Rosa	0	41.3648123389	2.13940813889		Work: +34 933321014		Mare de Déu de Port 336, 08038, la Marina de Port, Sants-Montjuïc, BARCELONA	
Restaurant La Lloca	0	41.3828042333	2.13974383333	Work: info@lalloca.com	Work: +34 934193877	Fax: +34 934193877	C Numància 38, 08029, Sants, Sants-Montjuïc, BARCELONA	http://www.lalloca.com
 Company *Pl Urquinaona	0	41.3885424278	2.17247775		Work: +34 933188273	Fax: +34 933188273	Pl Urquinaona 12*13, 08010, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.pansandcompany.com
La Ruana	0	41.3739630361	2.16621736111				Salvà 22, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant El Pa Nostre	0	41.3739429083	2.13625152778		Work: +34 933328083	Fax: +34 933328083	C Olzinelles 14, 08014, Sants, Sants-Montjuïc, BARCELONA	
Bar Restaurant El Gancho	0	41.3704029278	2.13754572222		Work: +34 934319069		C Olzinelles 114, 08014, la Bordeta, Sants-Montjuïc, BARCELONA	
Bar Restaurant Cafè Ribera	0	41.3838338889	2.18316808333				Pl Olles 6, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Restaurant Cal Pep	1	41.3839430028	2.18333763889	Work: calpep@calpep.com	Work: +34 933107961	Fax: +34 933196281	Pl Olles 8, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	http://www.calpep.com
Restaurant Xinès Dragon Oriente	0	41.4124572917	2.16869747222		Work: +34 934550259		C Padilla 386, 08025, el Baix Guinardó, Horta-Guinardó, BARCELONA	
Bar Restaurant Hermanos Tomás	0	41.4537573167	2.18978955556		Work: +34 933457148	Fax: +34 932743147	C Pare Pérez del Pulgar 1, 08033, la Trinitat Vella, Sant Andreu, BARCELONA	http://www.htomas.com
Restaurant Pizzeria l'Espurna	0	41.43327615	2.18650483333		Work: +34 933116407		C Pare Secchi 21, 08030, Sant Andreu, Sant Andreu, BARCELONA	http://www.sant-andreu.com/com.1/espurna/default.htm
Restaurant Degustació Pàdua	1	41.4045507889	2.14444563889		Work: +34 934187070		C Pàdua 91, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Bodega Pàdua	0	41.4043589639	2.14399105556		Work: +34 932123056		Pàdua 0092, 08006, el Putxet i el Farró, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Esthvan	0	41.4186656889	2.19086177778		Work: +34 933514701		C Palència 45, 08027, la Sagrera, Sant Andreu, BARCELONA	
Bar Restaurant Fantotxe	0	41.3878462389	2.14537177778		Work: +34 934394254		C París 69, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Cafeteria Snack Bar Ya-Ya	0	41.390852875	2.14973288889		Work: +34 934307613		C París 132, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Solera Gallega	0	41.392968975	2.15254622222		Work: +34 933229140	Fax: +34 934399087	C París 176, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	http://www.gulliver.es/solera.htm
Restaurant El Yate	0	41.3935861917	2.15336352778		Work: +34 934150928		C París 186, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Bar París	0	41.3935367722	2.15279713889		Work: +34 932098530		C París 187 bxs, 08036, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant O'Retiro do Marineiro	0	41.3943076639	2.15431563889		Work: +34 932377843		C París 200, 08008, l'Antiga Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Pa i Trago	0	41.3771990167	2.16336877778	Work: paitrago@infonegocio.com	Work: +34 934411037	Fax: +34 934411320	C Parlament 41, 08015, Sant Antoni, Eixample, BARCELONA	http://www.restaurantpaitrago.es
Restaurant Mesón Morriña - Marisqueria Gallega	0	41.3771616111	2.163694	Work: info@marisqueriagallega.com	Work: +34 934419336	Fax: +34 934427621	C Parlament 46, 08015, Sant Antoni, Eixample, BARCELONA	http://marisqueriagallega.com
Restaurant Druida	0	41.3773155972	2.16390052778	Work: druida@restaurantedruida.com	Work: +34 934411045		C Parlament 54, 08015, Sant Antoni, Eixample, BARCELONA	http://www.restaurantedruida.com
Restaurant El Paraguayo	0	41.3774458667	2.17838977778	Work: e-paraguayo@e-paraguayo.com	Work: +34 933021441	Fax: +34 934126769	C Parc 1, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar El Paraigua	0	41.3818910417	2.17673877778		Work: +34 933021131		Pas de l'Ensenyança 2, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Mi Burrito y Yo	0	41.3818910417	2.17673877778		Work: +34 933021000	Fax: +34 933182742	C Pas de l'Ensenyança 2, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Hotel AC Diplomàtic	0	41.3927584583	2.16725836111		Work: +34 932723810	Fax: +34 932723811	C Pau Claris 122, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Orange Claris Café	0	41.3937855972	2.16553155556		Work: +34 934875991		C Pau Claris 143, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.orangeclariscafe.com
Restaurant Bilbao	0	41.3997483028	2.16187366667		Work: +34 934589624		C Perill 33, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Grelan	0	41.3759580944	2.17414147222		Work: +34 933025470		Peracamps 7, 08001, el Raval, Ciutat Vella, BARCELONA	
Virreina Bar	0	41.4049375917	2.15757816667	Work: virreinabar@arrakis.es	Work: +34 932379880	Fax: +34 934153209	Pl Virreina 1, 08024, la Vila de Gràcia, Gràcia, BARCELONA	http://www.virreinabar.com
Bar Restaurant Welcome	0	41.4065232944	2.15095644444		Work: +34 932182109		C Pérez Galdós 45, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Cibeiro	0	41.429929975	2.16604008333		Work: +34 934292803		Petrarca 14, 08031, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Bar Restaurant Bello	0	41.4225584306	2.17983261111		Work: +34 933521355		C Pinar del Río 57 bxs, 08027, el Congrés i els Indians, Sant Andreu, BARCELONA	
Restaurant l'Hortet	0	41.3823343333	2.168636		Work: +34 933176189		C Pintor Fortuny 32, 08001, el Raval, Ciutat Vella, BARCELONA	
Restaurant La Llesca	0	41.3773836472	2.12188405556		Work: +34 933346794		Rier Blanca 5, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar Restaurant Les Corts	0	41.3780336944	2.11823561111		Work: +34 933342244		Pintor Tapiró 45, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
Bar Restaurant Andres y Juan	0	41.4282783528	2.16562894444		Work: +34 933586350		C Pitàgores 10, 08031, Vilapicina i la Torre Llobeta, Nou Barris, BARCELONA	
Restaurant Pep	0	41.396115025	2.16886552778		Work: +34 934572733		Ptge Pla 11 bxs, 08009, la Dreta de l'Eixample, Eixample, BARCELONA	
Granja Xador	0	41.3835903139	2.18111169444		Work: +34 933193648		C Argenteria 61, 08003, Parc, Ciutat Vella, BARCELONA	
Bar Restaurant Rodrigo	0	41.383586125	2.18138894444		Work: +34 933107814		C Argenteria 67, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Chez Beatriz	0	41.3803176528	2.12931291667		Work: +34 933300306		Pobla de Lillet 7, 08028, les Corts, Les Corts, BARCELONA	
Bar Bodega Quimet i Quimet	0	41.3739725694	2.16556741667		Work: +34 934423142		C Poeta Cabanyes 25, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Bar Restaurant Belfort	0	41.394408	2.14431872222		Work: +34 932018859		C Avenir 72, 08021, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Restaurant Els Pescadors	1	41.3995226972	2.20690094444	Work: contacte@elspescadors.com	Work: +34 932252018	Fax: +34 932240004	Pl Prim 1, 08005, el Poblenou, Sant Martí, BARCELONA	http://www.elspescadors.com
Bar Restaurant Nou Celler	1	41.3850700806	2.18020802778		Work: +34 933104773		C Princesa 16, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Bar Albareda	0	41.3865520139	2.18188427778		Work: +34 933002008		Princesa 0049, 08003, Sant Pere, Santa Caterina i la Ribera, Ciutat Vella, BARCELONA	
Restaurant Los Asadores	0	41.4017022889	2.15115458333		Work: +34 932378907	Fax: +34 932803658	Av Príncep d'Astúries 4, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant El Suquet de Sant Gervasi	0	41.4019310944	2.14300786111		Work: +34 932016370		C Copèrnic 75, 08006, Sant Gervasi - Galvany, Sarrià-Sant Gervasi, BARCELONA	
Bar Restaurant L'Estoret	0	41.3812797556	2.14345697222		Work: +34 933220918		C Provença 9, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Restaurant Can Buj	0	41.3852380611	2.14869816667		Work: +34 934101314		C Provença 73, 08029, la Nova Esquerra de l'Eixample, Eixample, BARCELONA	
Cafeteria Restaurant Nou Snop	0	41.39333865	2.15945891667		Work: +34 932151725		C Provença 233, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	
Restaurant Salta	0	41.3939085528	2.16058608333		Work: +34 932150022		C Provença 280, 08008, la Dreta de l'Eixample, Eixample, BARCELONA	http://www.saltarestaurant.com/provenca
Restaurant Braseria Cafeteria La Cabaña-Maseda	1	41.3993730639	2.16782366667		Work: +34 934592947		C Provença 354, 08037, la Dreta de l'Eixample, Eixample, BARCELONA	
Bar Restaurant Ca l'Abuelo	1	41.4065339583	2.1568845		Work: +34 932844494		C Providència 44, 08024, la Vila de Gràcia, Gràcia, BARCELONA	
 Company *Av Portal de l'Àngel	0	41.3848114139	2.17427886111		Work: +34 933189432		Av Portal de l'Àngel 2 bxs, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Restaurant La Cerdanya	0	41.4017913528	2.15967825		Work: +34 932131047		C Puigmartí 28, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant Can Culleretes	1	41.38121055	2.17441122222		Work: +34 933173022		C Quintana 5, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Casa Loli	0	41.3723383944	2.160387		Work: +34 934413990		C Radas 38, 08004, el Poble Sec, Sants-Montjuïc, BARCELONA	
Restaurant Tastavins	0	41.4021220278	2.15794216667		Work: +34 932136031		C Ramón y Cajal 12, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Restaurant La Llar de Foc	0	41.4021720889	2.15786419444		Work: +34 932841025		C Ramón y Cajal 13, 08012, la Vila de Gràcia, Gràcia, BARCELONA	
Bar Restaurant Tobogán	1	41.3802158694	2.17559488889		Work: +34 933021153	Fax: +34 933174530	Pl Reial 10, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Bar Colón	0	41.3797908167	2.17516283333		Work: +34 933023175		Pl Reial 0018, 08002, el Barri Gòtic, Ciutat Vella, BARCELONA	
Restaurant Casa Castro	0	41.4394791944	2.17021744444		Work: +34 933541904		Isard 5, 08042, la Guineueta, Nou Barris, BARCELONA	
Bar Restaurant La Marquesa	0	41.3768774528	2.122294		Work: +34 934409009		Regent Mendieta 7, 08028, la Maternitat i Sant Ramon, Les Corts, BARCELONA	
